locus_tag,mutation_density,mutation_count,start,middle,end,avg_length,strand,type,gc_content,cpg_excess,asymmetry,binary_asymmetry,distance_from_oric,relative_distance_from_oric,relative_distance_oscillating_triangle,relative_distance_oscillating_cosine,essentiality_pec,binary_pec,essentiality_gerdes,binary_gerdes,transcript,protein_abundance_pax,protein_abundance_lb,gene_names
b2407,0,0,2524045,2524462,2524878,834,-,CDS,0.516786571,1.126830544,leading,1,1401398,0.603835876,0.792328249,0.947263661,NE,0,NE,0,0.2332755,0.042,0,xapA;ECK2401;pndA;NP_416902.1
b2408,0,0,2525127,2525509.5,2525891,765,+,CDS,0.452287582,1.203917629,lagging,0,1400350.5,0.603384528,0.793230944,0.947717099,NE,0,NE,0,2.9109935,1.00E-07,0,yfeN;ECK2402;NP_416903.1
b2409,0,0,2525930,2526393.5,2526856,927,-,CDS,0.539374326,1.03836039,leading,1,1399466.5,0.603003629,0.793992742,0.948098279,NE,0,NE,0,7.5063275,3.7,0,yfeR;ECK2403;NP_416904.1
b2410,0,0,2526946,2527445.5,2527944,999,+,CDS,0.517517518,0.992354234,lagging,0,1398414.5,0.602550342,0.794899316,0.948550131,NE,0,NE,0,22.4407645,1.29,0,yfeH;ECK2404;NP_416905.1
b4546,0,0,2527941,2528050.5,2528159,219,-,CDS,0.515981735,0.969639469,leading,1,1397809.5,0.602289659,0.795420682,0.948809117,NE,0,NE,0,29.7905685,1.28,56,ypeB;ECK2405;YP_588464.1
b2411,0.000496032,1,2528161,2529169,2530176,2016,-,CDS,0.544146825,1.250814332,leading,1,1396691,0.601807718,0.796384563,0.949286246,E,1,E,1,32.595459,47.2,461,ligA;dnaL;ECK2406;lig;lop;pdeC;NP_416906.1
b2412,0,0,2530247,2530740.5,2531233,987,-,CDS,0.551165147,1.174555093,leading,1,1395119.5,0.601130589,0.797738822,0.949952938,E,1,E,1,152.103859,86.9,1285,zipA;ECK2407;NP_416907.1
b2413,0.001312336,1,2531463,2531844,2532224,762,+,CDS,0.501312336,1.169704778,lagging,0,1394016,0.600655112,0.798689777,0.950418517,NE,0,NE,0,26.8993725,40,0,cysZ;ECK2408;NP_416908.1
b2414,0.001028807,1,2532409,2532895,2533380,972,+,CDS,0.50308642,1.058823529,lagging,0,1392965,0.600202256,0.799595489,0.950859973,NE,0,NE,0,804.709076,3096,12970,cysK;ECK2409;ssi5;NP_416909.1
b2415,0,0,2533764,2533893,2534021,258,+,CDS,0.507751938,0.902518657,lagging,0,1391967,0.599772236,0.800455527,0.951277387,NE,0,NE,0,912.732941,2044,16005,ptsH;ctr;ECK2410;hpr;NP_416910.1
b2416,0,0,2534066,2534930,2535793,1728,+,CDS,0.496527778,1.103936311,lagging,0,1390930,0.599325413,0.801349175,0.951709273,NE,0,NE,0,596.858429,1415,5143,ptsI;ctr;ECK2411;NP_416911.1
b2417,0,0,2535834,2536089,2536343,510,+,CDS,0.47254902,1.339878319,lagging,0,1389771,0.598826021,0.802347957,0.95218975,NE,0,NE,0,1009.452301,3190,25767,crr;ECK2412;gsr;iex;tgs;treD;NP_416912.1
b2418,0,0,2536386,2536812,2537237,852,-,CDS,0.522300469,1.111817959,leading,1,1389048,0.598514494,0.802971011,0.952488291,NE,0,NE,0,34.110914,127,118,pdxK;ECK2413;pdxL;yfeI;NP_416913.1
b2419,0,0,2537342,2537529.5,2537716,375,+,CDS,0.464,1.241228651,lagging,0,1388330.5,0.598205337,0.803589326,0.952783659,NE,0,NE,0,6.475108,2.87,0,yfeK;ECK2414;NP_416914.1
b2420,0,0,2537749,2538116.5,2538483,735,+,CDS,0.391836735,0.89459591,lagging,0,1387743.5,0.59795241,0.80409518,0.953024637,NE,0,NE,0,9.7545285,0.319,0,yfeS;ECK2415;NP_416915.1
b2421,0.002192982,2,2538672,2539128,2539583,912,-,CDS,0.564692982,1.134467719,leading,1,1386732,0.597516574,0.804966852,0.95343847,NE,0,NE,0,50.024504,131,277,cysM;ECK2416;NP_416916.1
b2422,0,0,2539717,2540266,2540814,1098,-,CDS,0.586520947,1.231858407,leading,1,1385594,0.597026231,0.805947538,0.953901922,NE,0,NE,0,78.492275,30.4,37,cysA;ECK2417;NP_416917.1
b2423,0,0,2540804,2541242,2541679,876,-,CDS,0.566210046,1.163690037,leading,1,1384618,0.596605691,0.806788618,0.954297595,NE,0,E,1,41.679144,6.18,0,cysW;ECK2418;YP_026168.2
b2424,0,0,2541679,2542096,2542512,834,-,CDS,0.56235012,1.119360177,leading,1,1383764,0.596237719,0.807524562,0.954642443,NE,0,NE,0,36.76716,0.904,17,cysU;cysT;ECK2419;NP_416919.1
b2425,0,0,2542512,2543020.5,2543528,1017,-,CDS,0.537856441,1.210714286,leading,1,1382839.5,0.595839369,0.808321261,0.955014321,NE,0,NE,0,66.4407235,510,290,cysP;ECK2420;NP_416920.1
b2426,0,0,2543832,2544228,2544623,792,-,CDS,0.553030303,1.356709316,leading,1,1381632,0.59531908,0.809361839,0.955497783,NE,0,NE,0,44.085411,225,2091,ucpA;ECK2421;yfeF;NP_416921.4
b2427,0,0,2544752,2545181,2545609,858,-,CDS,0.516317016,1.29893617,leading,1,1380679,0.594908451,0.810183099,0.955877544,NE,0,NE,0,3.625734,1.94,0,murR;ECK2422;yfeT;NP_416922.1
b2428,0,0,2545773,2546221.5,2546669,897,+,CDS,0.535117057,1.326175725,lagging,0,1379638.5,0.594460119,0.811079762,0.956290358,NE,0,NE,0,7.513299,23.7,138,murQ;ECK2423;yfeU;NP_416923.1
b2429,0.000701754,1,2546673,2547385.5,2548097,1425,+,CDS,0.565614035,1.089711569,lagging,0,1378474.5,0.593958573,0.812082853,0.956749921,NE,0,NE,0,5.999929,1.25,0,murP;ECK2424;yfeV;NP_416924.1
b2430,0.000766284,1,2548102,2548754.5,2549406,1305,+,CDS,0.518773946,1.185617444,lagging,0,1377105.5,0.593368697,0.813262606,0.957287381,NE,0,NE,0,5.1630445,2.85,0,yfeW;ECK2425;NP_416925.2
b2431,0.002222222,2,2549646,2550096,2550545,900,-,CDS,0.56,1.205357143,leading,1,1375764,0.59279067,0.81441866,0.957810855,NE,0,NE,0,82.3376655,215,878,yfeX;ECK2426;NP_416926.4
b2432,0,0,2550641,2550929,2551216,576,-,CDS,0.508680556,1.281818182,leading,1,1374931,0.592431746,0.815136507,0.958134316,NE,0,NE,0,37.509094,15.9,169,yfeY;ECK2427;NP_416927.1
b2433,0,0,2551277,2551502,2551726,450,-,CDS,0.528888889,1.167820069,leading,1,1374358,0.592184851,0.815630297,0.958356109,NE,0,NE,0,18.654646,1.00E-07,0,yfeZ;ECK2428;NP_416928.4
b2434,0,0,2551713,2551926,2552138,426,-,CDS,0.516431925,1.399946709,leading,1,1373934,0.592002158,0.815995684,0.958519857,NE,0,NE,0,38.593687,19.8,67,ypeA;ECK2429;NP_416929.4
b2435,0,0,2552352,2552787,2553221,870,+,CDS,0.497701149,1.373527906,lagging,0,1373073,0.591631169,0.816737662,0.958851402,NE,0,NE,0,33.2055395,5.37,168,amiA;ECK2430;yfeE;NP_416930.1
b2436,0,0,2553225,2553675,2554124,900,+,CDS,0.546666667,1.253918495,lagging,0,1372185,0.591248547,0.817502906,0.959191979,NE,0,NE,0,20.9313455,13.8,0,hemF;ECK2431;popB;sec;NP_416931.1
b2437,0.001899335,2,2554130,2554656.5,2555182,1053,-,CDS,0.5337132,1.18013245,leading,1,1371203.5,0.590825637,0.818348726,0.959566805,NE,0,NE,0,7.748811,1.00E-07,0,eutR;ECK2432;yfeG;NP_416932.1
b2438,0.001996008,1,2555228,2555478.5,2555728,501,-,CDS,0.580838323,1.147328244,leading,1,1370381.5,0.590471453,0.819057094,0.959879415,NE,0,NE,0,12.0649565,4.69,0,eutK;ECK2433;yffI;NP_416933.4
b2439,0.001515152,1,2555741,2556071,2556400,660,-,CDS,0.563636364,1.202012026,leading,1,1369789,0.590216156,0.819567688,0.960104009,NE,0,E,1,11.247956,40.1,34,eutL;ECK2434;yffJ;NP_416934.1
b2440,0,0,2556410,2556854,2557297,888,-,CDS,0.566441441,1.197867073,leading,1,1369006,0.589878776,0.820242448,0.960399866,NE,0,NE,0,12.344267,9.36,13,eutC;ECK2435;NP_416935.1
b2441,0.000734214,1,2557318,2557999,2558679,1362,-,CDS,0.556534508,1.197137117,leading,1,1367861,0.589385417,0.821229166,0.960830563,NE,0,NE,0,50.911692,15.5,24,eutB;ECK2436;NP_416936.4
b2442,0.00082713,1,2558858,2559462.5,2560066,1209,+,CDS,0.536807279,1.056717779,lagging,0,1366397.5,0.588754823,0.822490355,0.961377704,NE,0,NE,0,16.8110745,2.94,0,intZ;ECK2437;NP_416937.2
b2443,0.001557632,1,2560257,2560578,2560898,642,+,CDS,0.443925234,0.982814815,lagging,0,1365282,0.588274175,0.82345165,0.961792209,NE,0,NE,0,11.1603325,3.01,0,yffL;ECK2438;NP_416938.1
b2444,0,0,2561368,2561491,2561613,246,+,CDS,0.487804878,1.035353535,lagging,0,1364369,0.58788078,0.824238439,0.962129835,NE,0,E,1,2.348765,0.676,0,yffM;ECK2439;NP_416939.1
b2445,0,0,2561625,2561809.5,2561993,369,+,CDS,0.466124661,1.068532819,lagging,0,1364050.5,0.587743545,0.82451291,0.962247271,NE,0,NE,0,1.539929,1.00E-07,0,yffN;ECK2440;NP_416940.2
b2446,0,0,2562111,2562319.5,2562527,417,+,CDS,0.489208633,0.996514986,lagging,0,1363540.5,0.587523795,0.824952409,0.962434942,NE,0,E,1,3.1199675,0.445,0,yffO;ECK2441;NP_416941.1
b2447,0,0,2562524,2562821,2563117,594,+,CDS,0.523569024,1.056414923,lagging,0,1363039,0.587307709,0.825384583,0.962619038,NE,0,NE,0,3.656952,6,0,yffP;ECK2442;NP_416942.1
b2448,0,0,2563592,2563781,2563969,378,+,CDS,0.431216931,1.091743119,lagging,0,1362079,0.586894063,0.826211875,0.962970209,NE,0,NE,0,1.9385945,1.00E-07,0,yffQ;ECK2443;NP_416943.2
b2449,0,0,2563980,2564176.5,2564372,393,+,CDS,0.440203562,0.872122053,lagging,0,1361683.5,0.586723649,0.826552701,0.96311441,NE,0,NE,0,22.9507025,1.01,0,yffR;ECK2444;NP_416944.1
b2450,0.001234568,1,2564523,2564928,2565332,810,+,CDS,0.504938272,1.097891566,lagging,0,1360932,0.586399842,0.827200316,0.963387651,NE,0,E,1,26.9516695,93.4,148,yffS;ECK2445;NP_416945.2
b2451,0,0,2565481,2566183,2566884,1404,-,CDS,0.591168091,1.231428721,leading,1,1359677,0.585859086,0.828281827,0.96384174,NE,0,NE,0,1.0001275,1.77,0,eutA;ECK2446;yffT;NP_416946.1
b2452,0.001629992,2,2566881,2567494.5,2568107,1227,-,CDS,0.551752241,1.20467057,leading,1,1358365.5,0.585293986,0.829412028,0.964313298,NE,0,NE,0,1.6657485,1.00E-07,0,eutH;ECK2447;yffU;NP_416947.1
b2453,0,0,2568324,2568918,2569511,1188,-,CDS,0.585858586,1.279926504,leading,1,1356942,0.584680627,0.830638747,0.964821688,NE,0,NE,0,0.7560175,1.75,0,eutG;ECK2448;yffV;NP_416948.4
b2454,0,0,2569501,2569919.5,2570337,837,-,CDS,0.586618877,1.205365217,leading,1,1355940.5,0.584249099,0.831501802,0.965177217,NE,0,NE,0,0,1.00E-07,0,eutJ;ECK2449;yffW;NP_416949.1
b2455,0.001424501,2,2570348,2571050,2571751,1404,-,CDS,0.571225071,1.251687957,leading,1,1354810,0.583761988,0.832476024,0.96557641,NE,0,NE,0,0.3509175,8.52,0,eutE;ECK2450;yffX;NP_416950.1
b2456,0,0,2571763,2571907,2572050,288,-,CDS,0.53125,1.162921348,leading,1,1353953,0.583392723,0.833214554,0.965877519,NE,0,E,1,0,1.00E-07,0,eutN;cchB;ECK2451;yffY;NP_416951.1
b2457,0,0,2572157,2572304,2572450,294,-,CDS,0.581632653,1.109589041,leading,1,1353556,0.583221663,0.833556673,0.966016566,NE,0,NE,0,4.6457555,9.95,20,eutM;cchA;ECK2452;yffZ;NP_416952.2
b2458,0.001966568,2,2572489,2572997.5,2573505,1017,-,CDS,0.582104228,1.233150309,leading,1,1352862.5,0.582922847,0.834154305,0.966258791,NE,0,NE,0,1.443563,1.46,0,eutD;ECK2453;eutI;ypfA;NP_416953.1
b2459,0,0,2573502,2573904,2574305,804,-,CDS,0.585820896,1.160382464,leading,1,1351956,0.582532254,0.834935493,0.966574128,NE,0,NE,0,1.0403075,0.358,0,eutT;ECK2454;ypfB;NP_416954.1
b2460,0,0,2574302,2574653,2575003,702,-,CDS,0.55982906,1.148071232,leading,1,1351207,0.582209524,0.835580953,0.966833578,NE,0,NE,0,1.0604015,2.9,0,eutQ;ECK2455;ypfC;NP_416955.1
b2461,0,0,2574978,2575218,2575457,480,-,CDS,0.497916667,1.217758985,leading,1,1350642,0.581966076,0.836067848,0.967028635,NE,0,NE,0,0.7070265,1.00E-07,0,eutP;ECK2456;ypfD;NP_416956.1
b2462,0,0,2575470,2575638,2575805,336,-,CDS,0.505952381,1.509052632,leading,1,1350222,0.581785106,0.836429788,0.967173266,NE,0,NE,0,0,0.527,0,eutS;ECK2457;ypfE;NP_416957.4
b2463,0.000438596,1,2576098,2577238,2578377,2280,-,CDS,0.54122807,1.270772084,leading,1,1348622,0.581095696,0.837808608,0.967721376,NE,0,NE,0,57.9388905,621,1377,maeB;ECK2458;ypfF;NP_416958.1
b2464,0,0,2578666,2579141.5,2579616,951,+,CDS,0.502628812,1.132618747,lagging,0,1346718.5,0.580275514,0.839448972,0.968367544,NE,0,NE,0,60.540617,963,139,talA;ECK2459;NP_416959.1
b2465,0.000499002,1,2579636,2580638,2581639,2004,+,CDS,0.546407186,1.138406723,lagging,0,1345222,0.5796307,0.840738599,0.968871036,NE,0,NE,0,57.8418425,633,57,tktB;ECK2460;NP_416960.1
b2466,0,0,2581734,2582256,2582777,1044,-,CDS,0.545977011,1.288712111,leading,1,1343604,0.578933535,0.84213293,0.969410934,NE,0,NE,0,10.2745025,0.797,0,ypfG;ECK2461;NP_416961.1
b2467,0,0,2582903,2583191,2583478,576,-,CDS,0.486111111,1.421052632,leading,1,1342669,0.578530661,0.842938678,0.969720806,NE,0,NE,0,26.6833355,48.7,4465,nudK;ECK2462;yffH;NP_416962.1
b2468,0.000505051,1,2583546,2584536,2585525,1980,-,CDS,0.557070707,1.189189189,leading,1,1341324,0.577951126,0.844097748,0.970163834,NE,0,NE,0,3.664014,30.4,0,aegA;ECK2463;yffG;NP_416963.1
b2469,0.000587889,1,2585731,2586581.5,2587431,1701,+,CDS,0.516166961,1.209953271,lagging,0,1339278.5,0.577069759,0.845860482,0.970831434,NE,0,NE,0,7.790068,0.602,0,narQ;ECK2464;NP_416964.1
b2470,0.000642261,2,2587595,2589152,2590708,3114,+,CDS,0.544637123,1.141431964,lagging,0,1336708,0.575962179,0.848075642,0.971659826,NE,0,NE,0,4.0330285,1.31,0,acrD;ECK2465;yffA;NP_416965.1
b2471,0.00280112,1,2591247,2591425.5,2591603,357,+,CDS,0.467787115,1.177710843,lagging,0,1334434.5,0.574982571,0.850034858,0.972382701,NE,0,E,1,36.387415,143,65,yffB;ECK2466;NP_416966.1
b2472,0,0,2591607,2592171,2592734,1128,+,CDS,0.534574468,1.136115108,lagging,0,1333689,0.574661349,0.850677302,0.972617733,E,1,E,1,49.427441,35.9,140,dapE;ECK2467;msgB;NP_416967.1
b4547,0,0,2592762,2592862.5,2592962,201,+,CDS,0.482587065,1.298449612,lagging,0,1332997.5,0.574363395,0.85127321,0.972834856,NE,0,NE,0,72.1351815,9.02,0,ypfN;ECK2468;YP_588465.1
b2473,0,0,2593072,2593421.5,2593770,699,-,CDS,0.539341917,1.295193978,leading,1,1332438.5,0.574122532,0.851754936,0.973009751,NE,0,NE,0,34.518856,53.4,43,ypfH;ECK2469;NP_416968.2
b2474,0.000496032,1,2593844,2594852,2595859,2016,-,CDS,0.552579365,1.174547585,leading,1,1331008,0.573506157,0.852987686,0.973454778,NE,0,NE,0,20.061964,2.72,0,tmcA;ECK2470;ypfI;NP_416969.1
b2475,0.001157407,1,2595874,2596306,2596737,864,-,CDS,0.53587963,1.076086957,leading,1,1329554,0.572879656,0.854240688,0.973903376,NE,0,NE,0,66.4381445,41.5,88,ypfJ;ECK2471;NP_416970.1
b2476,0,0,2596905,2597262,2597618,714,-,CDS,0.522408964,1.084662577,leading,1,1328598,0.572467733,0.855064533,0.974196271,NE,0,NE,0,55.0782775,1489,896,purC;ade;ade(g);ECK2472;NP_416971.1
b2477,0.000966184,1,2597831,2598348.5,2598865,1035,-,CDS,0.554589372,1.020971101,leading,1,1327511.5,0.571999581,0.856000838,0.974527168,NE,0,NE,0,193.050293,394,2618,bamC;dapX;ECK2473;nlpB;NP_416972.4
b2478,0.001137656,1,2598882,2599321.5,2599760,879,-,CDS,0.517633675,1.179659237,leading,1,1326538.5,0.571580334,0.856839332,0.974821709,E,1,E,1,324.4023135,501,4323,dapA;ECK2474;NP_416973.1
b2479,0,0,2599906,2600192.5,2600478,573,+,CDS,0.5008726,1.140879953,lagging,0,1325667.5,0.571205036,0.857589927,0.975083938,NE,0,E,1,85.7331355,19.5,245,gcvR;ECK2475;yffD;NP_416974.4
b2480,0,0,2600478,2600713.5,2600948,471,+,CDS,0.494692144,1.07581786,lagging,0,1325146.5,0.570980547,0.858038905,0.975240147,NE,0,NE,0,213.4602505,1033,5280,bcp;ECK2476;NP_416975.1
b2481,0,0,2601201,2601510,2601818,618,+,CDS,0.563106796,0.878189028,lagging,0,1324350,0.570637351,0.858725299,0.975478019,NE,0,NE,0,0,0.123,0,hyfA;ECK2477;yffE;NP_416976.4
b2482,0.000990589,2,2601818,2602827.5,2603836,2019,+,CDS,0.547300644,1.059203106,lagging,0,1323032.5,0.570069665,0.85986067,0.975868996,NE,0,NE,0,0.9054265,1.00E-07,0,hyfB;ECK2478;yffF;NP_416977.1
b2483,0,0,2603847,2604321,2604794,948,+,CDS,0.536919831,0.981093605,lagging,0,1321539,0.569426144,0.861147712,0.976308449,NE,0,NE,0,0,1.00E-07,0,hyfC;ECK2479;NP_416978.4
b2484,0.000694444,1,2604811,2605531,2606250,1440,+,CDS,0.553472222,1.291398257,lagging,0,1320329,0.568904778,0.862190444,0.976661558,NE,0,NE,0,0.208241,1.00E-07,0,hyfD;ECK2480;NP_416979.1
b2485,0.004608295,3,2606262,2606587.5,2606912,651,+,CDS,0.533026114,1.081395349,lagging,0,1319272.5,0.568449552,0.863100896,0.976967729,NE,0,NE,0,0.7011185,0.099,0,hyfE;ECK2481;NP_416980.1
b2486,0.002530044,4,2606917,2607707.5,2608497,1581,+,CDS,0.538899431,1.002663623,lagging,0,1318152.5,0.567966965,0.86406607,0.977290121,NE,0,NE,0,1.9427105,1.00E-07,0,hyfF;ECK2482;NP_416981.1
b2487,0.00059952,1,2608487,2609321,2610154,1668,+,CDS,0.543165468,1.317869684,lagging,0,1316539,0.567271739,0.865456523,0.977750617,NE,0,NE,0,3.119927,6.02,0,hyfG;ECK2483;NP_416982.1
b2488,0,0,2610164,2610437,2610709,546,+,CDS,0.549450549,1.194375,lagging,0,1315423,0.566790875,0.866418249,0.978066396,NE,0,NE,0,2.8712855,1.00E-07,0,hyfH;ECK2484;NP_416983.1
b2489,0.001317523,1,2610706,2611085.5,2611464,759,+,CDS,0.557312253,1.358024691,lagging,0,1314774.5,0.566511449,0.866977102,0.978248869,NE,0,NE,0,3.2889335,0.621,0,hyfI;ECK2485;NP_416984.1
b2490,0,0,2611457,2611664,2611870,414,+,CDS,0.526570048,1.098331194,lagging,0,1314196,0.566262184,0.867475632,0.978411008,NE,0,NE,0,1.873804,1.00E-07,0,hyfJ;ECK2486;NP_416985.4
b2491,0,0,2611900,2612906.5,2613912,2013,+,CDS,0.526080477,1.199411303,lagging,0,1312953.5,0.565726815,0.868546371,0.978757223,NE,0,NE,0,2.157257,0.401,91,hyfR;ECK2487;NP_416986.4
b2492,0,0,2613934,2614358.5,2614782,849,+,CDS,0.512367491,1.097317569,lagging,0,1311501.5,0.565101175,0.86979765,0.979158305,NE,0,NE,0,5.539073,7.02,0,focB;ECK2488;NP_416987.1
b2493,0.002824859,3,2614820,2615351,2615881,1062,-,CDS,0.541431262,1.068961284,leading,1,1310509,0.564673526,0.870652949,0.979430284,NE,0,NE,0,20.215749,10.2,0,yfgO;ECK2489;perM;NP_416988.1
b2494,0.00068306,1,2616094,2616826,2617557,1464,+,CDS,0.538934426,1.242161287,lagging,0,1309034,0.564037976,0.871924048,0.979831219,NE,0,NE,0,40.144438,69.1,107,bepA;ECK2490;yfgC;NP_416989.1
b2495,0,0,2617578,2617758,2617937,360,+,CDS,0.525,1.111111111,lagging,0,1308102,0.563636395,0.87272721,0.980082542,NE,0,NE,0,90.0928995,252,2336,yfgD;ECK2491;NP_416990.1
b2496,0,0,2618075,2618426,2618776,702,-,CDS,0.538461538,1.311740891,leading,1,1307434,0.563348566,0.873302867,0.980261714,E,1,E,1,33.5550195,14.1,0,hda;ECK2492;idaB;yfgE;NP_416991.2
b2497,0,0,2618871,2619516,2620160,1290,-,CDS,0.519379845,1.223251986,leading,1,1306344,0.562878906,0.874242188,0.980552356,NE,0,NE,0,5.244166,51,0,uraA;ECK2493;NP_416992.1
b2498,0,0,2620246,2620559.5,2620872,627,-,CDS,0.529505582,1.349518459,leading,1,1305300.5,0.562429282,0.875141437,0.980828599,NE,0,NE,0,52.5464055,1759,10232,upp;ECK2494;uraP;NP_416993.2
b2499,0,0,2621197,2621716,2622234,1038,+,CDS,0.528901734,1.157672669,lagging,0,1304144,0.561930968,0.876138065,0.98113247,NE,0,NE,0,22.040741,603,191,purM;ECK2495;purG;purI;NP_416994.1
b2500,0,0,2622234,2622553.5,2622872,639,+,CDS,0.536776213,1.282085289,lagging,0,1303306.5,0.561570105,0.87685979,0.981351022,NE,0,NE,0,37.4749795,83.7,56,purN;ade;ade(c);ECK2496;NP_416995.1
b2501,0,0,2623044,2624077.5,2625110,2067,+,CDS,0.488630866,1.378518972,lagging,0,1301782.5,0.560913442,0.878173116,0.981745486,NE,0,NE,0,60.4236965,58,9,ppk;ECK2497;NP_416996.1
b2502,0,0,2625115,2625886,2626656,1542,+,CDS,0.511673152,1.114003741,lagging,0,1299974,0.560134194,0.879731613,0.982208167,NE,0,NE,0,43.739532,43.4,13,ppx;ECK2498;NP_416997.1
b2503,0,0,2626695,2627817,2628938,2244,-,CDS,0.466131907,1.042750929,leading,1,1298043,0.559302162,0.881395676,0.98269569,NE,0,NE,0,2.329567,1.48,0,pdeF;ECK2499;yfgF;NP_416998.1
b2504,0,0,2629290,2629386,2629481,192,+,CDS,0.494791667,1.230769231,lagging,0,1296474,0.55862611,0.88274778,0.983086874,NE,0,NE,0,81.917835,2.36,0,yfgG;ECK2500;NP_416999.1
b2505,0,0,2629792,2630051.5,2630310,519,+,CDS,0.472061657,1.142866676,lagging,0,1295808.5,0.558339358,0.883321283,0.983251458,NE,0,NE,0,1.296416,1.00E-07,0,yfgH;ECK2501;NP_417000.1
b2506,0,0,2630326,2630596,2630865,540,+,CDS,0.492592593,1.200341978,lagging,0,1295264,0.558104744,0.883790513,0.983385524,NE,0,NE,0,4.616179,2.2,0,yfgI;ECK2502;NP_417001.1
b2507,0.000633714,1,2630958,2631747,2632535,1578,-,CDS,0.541191381,1.231944933,leading,1,1294113,0.5576088,0.884782401,0.983667163,NE,0,NE,0,150.194679,882,3665,guaA;ECK2503;NP_417002.1
b2508,0.001363327,2,2632604,2633337.5,2634070,1467,-,CDS,0.546693933,1.235002494,leading,1,1292522.5,0.556923483,0.886153033,0.984052413,NE,0,NE,0,94.8630985,1412,3974,guaB;ECK2504;guaR;NP_417003.1
b2509,0,0,2634232,2634917.5,2635602,1371,+,CDS,0.53245806,1.317586287,lagging,0,1290942.5,0.556242691,0.887514618,0.984430604,NE,0,NE,0,41.4963115,8.32,16,xseA;ECK2505;xse;NP_417004.1
b2510,0,0,2635599,2635707,2635814,216,-,CDS,0.476851852,0.90617849,leading,1,1290153,0.555902511,0.888194979,0.984617893,NE,0,NE,0,50.1719035,1.11,0,yfgJ;ECK2506;NP_417005.2
b2511,0,0,2635884,2636620.5,2637356,1473,-,CDS,0.522063815,1.289630643,leading,1,1289239.5,0.555508901,0.888982199,0.984833194,E,1,E,1,93.7442055,227,262,der;ECK2507;engA;yfgK;NP_417006.2
b2512,0,0,2637474,2638063.5,2638652,1179,-,CDS,0.532654792,1.183407589,leading,1,1287796.5,0.554887139,0.890225721,0.985170224,NE,0,NE,0,155.358864,263,1314,bamB;ECK2508;yfgL;NP_417007.1
b2513,0.001610306,1,2638663,2638973.5,2639283,621,-,CDS,0.497584541,0.958744318,leading,1,1286886.5,0.554495038,0.891009925,0.985380832,NE,0,NE,0,143.956123,428,2140,yfgM;ECK2509;NP_417008.1
b2514,0,0,2639301,2639938.5,2640575,1275,-,CDS,0.54745098,1.163852122,leading,1,1285921.5,0.554079237,0.891841525,0.985602537,E,1,E,1,163.0534895,512,2276,hisS;ECK2510;NP_417009.1
b2515,0,0,2640686,2641245.5,2641804,1119,-,CDS,0.532618409,1.505613785,leading,1,1284614.5,0.553516076,0.892967849,0.985900132,E,1,E,1,161.991272,247,1315,ispG;ECK2511;gcpE;NP_417010.1
b2516,0,0,2641831,2642338,2642844,1014,-,CDS,0.545364892,1.088011306,leading,1,1283522,0.553045338,0.893909324,0.98614652,NE,0,NE,0,144.7799455,376,1277,rodZ;ECK2512;yfgA;NP_417011.1
b2517,0.001731602,2,2643129,2643706.5,2644283,1155,-,CDS,0.52987013,1.385307346,leading,1,1282153.5,0.552455677,0.895088645,0.98645211,NE,0,NE,0,60.948343,63.7,424,rlmN;ECK2513;yfgB;NP_417012.1
b2518,0,0,2644433,2644649,2644864,432,-,CDS,0.523148148,1.353383459,leading,1,1281211,0.552049572,0.895900856,0.986660604,NE,0,E,1,35.433279,2102,15546,ndk;ECK2514;NP_417013.1
b2519,0.001297017,3,2645013,2646169.5,2647325,2313,-,CDS,0.567228707,1.154094737,leading,1,1279690.5,0.551394417,0.897211165,0.986993575,NE,0,NE,0,4.823947,0.167,0,pbpC;ECK2515;yfgN;NP_417014.1
b2520,0.000403063,2,2647326,2649807,2652287,4962,-,CDS,0.529625151,1.209598096,leading,1,1276053,0.549827087,0.900345825,0.987773173,NE,0,NE,0,25.1736565,16.6,5,yfhM;ECK2516;NP_417015.1
b2521,0,0,2652494,2652917,2653339,846,+,CDS,0.531914894,1.288600289,lagging,0,1272943,0.548487047,0.903025905,0.988420727,NE,0,NE,0,67.1177065,553,1959,sseA;ECK2517;mstA;NP_417016.4
b2522,0.001287001,1,2654157,2654545.5,2654933,777,-,CDS,0.471042471,1.190250203,leading,1,1271314.5,0.547785357,0.904429285,0.98875282,NE,0,NE,0,23.691604,14.7,544,sseB;ECK2519;NP_417017.4
b2523,0.001557632,2,2655075,2655717,2656358,1284,-,CDS,0.568535826,1.178955995,leading,1,1270143,0.54728058,0.905438839,0.988988748,NE,0,NE,0,45.431366,609,3268,pepB;ECK2520;yfhI;NP_417018.4
b2524,0,0,2656536,2656636.5,2656736,201,-,CDS,0.502487562,1.668379447,leading,1,1269223.5,0.546884385,0.90623123,0.989172183,NE,0,NE,0,68.342148,170,1084,iscX;ECK2521;yfhJ;NP_417019.1
b2525,0,0,2656748,2656916,2657083,336,-,CDS,0.517857143,1.065539112,leading,1,1268944,0.546763954,0.906472092,0.989227638,NE,0,E,1,82.502861,460,6075,fdx;ECK2522;NP_417020.1
b2526,0.000540249,1,2657085,2658010.5,2658935,1851,-,CDS,0.576985413,1.293254573,leading,1,1267849.5,0.546292355,0.907415291,0.989443433,NE,0,E,1,52.5025445,68.9,1568,hscA;ECK2523;hsc;NP_417021.1
