Gene,Start,End,Length (nt),Strand,Locus Tag,CDS,Pseudo,PEC,Gerdes,LB medium,,,,,M9 glucose (0.2%) medium,,,,
mglB,2239350,2240348,999,-,b2150,Y,N,NE,E,238,99.32 ,221,100.26 ,NE,2411,177.49,2387,191.03,NE
galS,2240628,2241668,1041,-,b2151,Y,N,NE,NE,618,247.50 ,616,268.35 ,NE,1992,140.73,1941,149.17,NE
yeiB,2241810,2242967,1158,-,b2152,Y,N,NE,NE,1807,650.55 ,1799,703.57 ,NE,12645,803.09,12639,871.98,NE
folE,2242984,2243652,669,-,b2153,Y,N,E,E,3,1.87 ,2,1.35 ,E,157,17.26,15,1.79,E
yeiG,2243910,2244746,837,+,b2154,Y,N,NE,NE,1680,836.79 ,1582,857.65 ,NE,4896,430.20,4845,463.36,NE
cirA,2244778,2246769,1992,-,b2155,Y,N,NE,NE,1176,246.12 ,684,155.65 ,NE,3783,139.67,3591,144.16,NE
lysP,2247063,2248532,1470,-,b2156,Y,N,NE,NE,443,125.64 ,441,135.78 ,NE,1514,75.75,1513,82.18,NE
yeiE,2248737,2249618,882,-,b2157,Y,N,NE,NE,225,106.35 ,224,115.29 ,NE,1086,90.56,1085,98.51,NE
yeiH,2249717,2250766,1050,+,b2158,Y,N,NE,NE,958,380.37 ,872,376.33 ,NE,4094,286.76,3884,295.70,NE
nfo,2250840,2251697,858,+,b2159,Y,N,NE,NE,237,115.16 ,211,111.35 ,NE,490,42.00,443,41.24,NE
yeiI,2251700,2252788,1089,+,b2160,Y,N,NE,NE,723,276.78 ,531,221.15 ,NE,1733,117.04,1231,90.44,NE
nupX,2252895,2254145,1251,-,b2161,Y,N,NE,E,599,199.62 ,525,190.16 ,NE,3191,187.60,3115,199.04,NE
rihB,2254245,2255186,942,-,b2162,Y,N,NE,NE,402,177.91 ,395,190.16 ,NE,1654,129.13,1651,140.21,NE
yeiL,2255355,2256014,660,+,b2163,Y,N,NE,E,24,15.16 ,23,15.77 ,NE,154,17.16,30,3.63,NE
psuT,2256085,2257335,1251,-,b2164,Y,N,NE,E,663,220.95 ,404,146.33 ,NE,2856,167.90,1754,112.07,NE
psuG,2257429,2258367,939,-,b2165,Y,N,NE,NE,499,221.55 ,499,241.06 ,NE,2820,220.87,2820,240.32,NE
psuK,2258355,2259296,942,-,b2166,Y,N,NE,NE,81,35.85 ,81,38.99 ,NE,1745,136.24,1744,148.11,NE
fruA,2259719,2261410,1692,-,b2167,Y,N,NE,NE,960,236.54 ,866,232.03 ,NE,6267,272.40,6114,288.98,NE
fruK,2261427,2262365,939,-,b2168,Y,N,NE,NE,60,26.64 ,46,22.22 ,NE,74,5.80,70,5.97,NE
fruB,2262365,2263495,1131,-,b2169,Y,N,NE,NE,577,212.69 ,531,213.06 ,NE,1323,86.03,1169,82.75,NE
setB,2263863,2265044,1182,+,b2170,Y,N,NE,NE,576,203.16 ,522,200.39 ,NE,1792,111.50,1671,113.16,NE
yeiW,2265041,2265295,255,-,b4502,Y,N,NE,NE,24,39.24 ,23,40.80 ,NE,49,14.13,49,15.33,NE
yeiP,2265450,2266022,573,+,b2171,Y,N,NE,NE,411,299.03 ,410,323.12 ,NE,1357,174.17,1357,188.66,NE
yeiQ,2266245,2267711,1467,+,b2172,Y,N,NE,NE,311,88.38 ,290,89.49 ,NE,1234,61.86,1170,63.69,NE
yeiR,2267829,2268815,987,+,b2173,Y,N,NE,NE,2408,1017.12 ,2404,1104.99 ,NE,5028,374.65,5010,406.24,NE
lpxT,2268854,2269567,714,+,b2174,Y,N,NE,NE,90,52.55 ,90,57.02 ,NE,1528,157.39,1528,170.79,NE
mepS,2269979,2270545,567,+,b2175,Y,N,NE,NE,12,8.82 ,12,9.57 ,NE,99,12.84,99,13.92,NE
rtn,2270726,2272282,1557,+,b2176,Y,N,NE,NE,123,32.93 ,109,31.71 ,NE,1491,70.43,1273,65.33,NE
yejA,2272364,2274178,1815,+,b2177,Y,N,NE,NE,279,64.09 ,240,59.88 ,NE,1276,51.70,1021,44.94,NE
yejB,2274179,2275273,1095,+,b2178,Y,N,NE,NE,372,141.63 ,362,149.87 ,NE,2432,163.34,2412,176.16,NE
yejE,2275273,2276298,1026,+,b2179,Y,N,NE,E,1514,615.19 ,1504,665.62 ,NE,8762,628.07,8722,680.96,NE
yejF,2276300,2277889,1590,+,b2180,Y,N,NE,NE,266,69.75 ,265,75.57 ,NE,1162,53.75,1161,58.40,NE
yejG,2277893,2278237,345,-,b2181,Y,N,NE,NE,62,74.92 ,62,81.54 ,NE,293,62.46,250,58.00,NE
bcr,2278570,2279760,1191,-,b2182,Y,N,NE,NE,552,193.22 ,548,208.64 ,NE,4848,299.37,4831,324.47,NE
rsuA,2279788,2280483,696,-,b2183,Y,N,NE,NE,151,90.45 ,151,98.36 ,NE,293,30.96,293,33.67,NE
yejH,2280632,2282392,1761,+,b2184,Y,N,NE,NE,627,148.44 ,551,141.71 ,NE,4366,182.34,3926,178.12,NE
rplY,2282517,2282801,285,+,b2185,Y,N,NE,E,0,0.00 ,0,0.00 ,E,1,0.26,1,0.28,E
yejK,2282940,2283947,1008,-,b2186,Y,N,NE,NE,240,99.26 ,239,107.37 ,NE,2648,193.20,2630,208.43,NE
yejL,2284129,2284356,228,+,b2187,Y,N,NE,NE,10,18.29 ,10,20.04 ,NE,43,13.87,43,15.20,NE
yejM,2284376,2286136,1761,+,b2188,Y,N,E,NE,499,118.13 ,498,128.08 ,NE,1595,66.61,1595,72.37,NE
proL,2286211,2286287,77,+,b2189,N,N,NE,NE,1,5.41 ,1,6.04 ,NE,3,2.87,3,3.20,NE
yejO,2286390,2290180,3791,-,b2190,Y,Y,NE,NE,1466,161.22 ,1441,172.28 ,NE,15211,295.09,15051,317.44,NE
insH1,2289065,2290081,1017,-,b2192,Y,N,NE,NE,673,275.88 ,664,295.43 ,NE,5590,404.24,5528,433.89,NE
narP,2290500,2291147,648,+,b2193,Y,N,NE,NE,103,66.27 ,102,71.35 ,NE,821,93.18,800,98.72,NE
ccmH,2291358,2292410,1053,-,b2194,Y,N,NE,NE,310,122.73 ,307,132.08 ,NE,1018,71.10,934,70.89,NE
dsbE,2292407,2292964,558,-,b2195,Y,N,NE,NE,135,100.86 ,118,95.71 ,NE,962,126.79,460,65.82,NE
ccmF,2292961,2294904,1944,-,b2196,Y,N,NE,NE,1372,294.23 ,1360,317.10 ,NE,9913,375.03,9758,401.37,NE
ccmE,2294901,2295380,480,-,b2197,Y,N,NE,E,773,671.38 ,769,728.63 ,NE,295,45.20,291,48.64,NE
ccmD,2295377,2295586,210,-,b2198,Y,N,NE,NE,111,220.36 ,109,234.24 ,NE,194,67.94,194,73.55,NE
ccmC,2295583,2296320,738,-,b2199,Y,N,NE,NE,236,133.32 ,221,135.89 ,NE,331,32.99,320,34.71,NE
ccmB,2296362,2297024,663,-,b2200,Y,N,NE,NE,369,232.03 ,356,242.91 ,NE,1171,129.90,1166,140.35,NE
ccmA,2297021,2297644,624,-,b2201,Y,N,NE,NE,64,42.76 ,59,42.70 ,NE,136,16.03,116,14.81,NE
napC,2297657,2298259,603,-,b2202,Y,N,NE,NE,47,32.49 ,44,33.05 ,NE,199,24.27,72,9.54,NE
napB,2298269,2298718,450,-,b2203,Y,N,NE,NE,137,126.92 ,123,123.86 ,NE,991,161.96,954,169.47,NE
napH,2298715,2299578,864,-,b2204,Y,N,NE,NE,524,252.84 ,495,259.25 ,NE,1565,133.22,1322,122.14,NE
napG,2299565,2300260,696,-,b2205,Y,N,NE,NE,2929,1754.45 ,2865,1866.27 ,NE,9057,957.04,8998,1034.00,NE
napA,2300267,2302753,2487,-,b2206,Y,N,NE,NE,2568,430.48 ,2193,399.76 ,NE,11551,341.58,9822,315.85,NE
napD,2302750,2303013,264,-,b2207,Y,N,NE,NE,163,257.40 ,133,227.24 ,NE,1294,360.48,1175,354.16,NE
napF,2303003,2303497,495,-,b2208,Y,N,NE,NE,376,316.67 ,352,322.52 ,NE,1482,220.19,1330,214.98,NE
eco,2303905,2304393,489,+,b2209,Y,N,NE,NE,115,98.04 ,67,62.21 ,NE,813,122.27,710,116.30,NE
mqo,2305108,2306754,1647,-,b2210,Y,N,NE,NE,115,29.11 ,104,28.62 ,NE,1299,58.01,1143,55.49,NE
yojI,2306972,2308615,1644,-,b2211,Y,N,NE,NE,573,145.31 ,549,151.37 ,NE,3067,137.20,2993,145.58,NE
alkB,2308691,2309341,651,-,b2212,Y,N,NE,NE,192,122.96 ,170,118.32 ,NE,691,78.06,678,83.24,NE
ada,2309341,2310405,1065,-,b2213,Y,N,NE,NE,346,135.44 ,301,127.92 ,NE,6326,436.85,6236,467.51,NE
apbE,2310479,2311534,1056,-,b2214,Y,N,NE,NE,269,106.20 ,243,104.22 ,NE,670,46.66,568,42.98,NE
ompC,2311646,2312749,1104,-,b2215,Y,N,NE,NE,65,24.55 ,53,21.75 ,NE,497,33.11,447,32.36,NE
micF,2313084,2313176,93,+,b4439,N,N,NE,NE,0,0.00 ,0,0.00 ,E,0,0.00,0,0.00,E
rcsD,2313488,2316160,2673,+,b2216,Y,N,NE,NE,1385,216.01 ,1383,234.28 ,NE,8686,238.99,8685,259.54,NE
rcsB,2316177,2316827,651,+,b2217,Y,N,NE,NE,211,135.12 ,211,146.85 ,NE,1063,120.09,1018,124.99,NE
rcsC,2317027,2319876,2850,-,b2218,Y,N,NE,NE,486,71.09 ,483,76.80 ,NE,6336,163.50,6300,176.71,NE
atoS,2320043,2321869,1827,+,b2219,Y,N,NE,NE,282,64.35 ,281,69.77 ,NE,2221,89.41,2219,97.20,NE
atoC,2321866,2323251,1386,+,b2220,Y,N,NE,NE,61,18.35 ,54,17.67 ,NE,808,42.87,802,46.30,NE
atoD,2323447,2324109,663,+,b2221,Y,N,NE,NE,15,9.43 ,14,9.55 ,NE,38,4.22,37,4.45,NE
atoA,2324109,2324759,651,+,b2222,Y,N,NE,NE,105,67.24 ,103,71.69 ,NE,1503,169.80,1503,184.54,NE
atoE,2324756,2326078,1323,+,b2223,Y,N,NE,NE,349,109.98 ,124,42.41 ,NE,2072,115.18,633,38.19,NE
atoB,2326109,2327293,1185,+,b2224,Y,N,NE,NE,1501,528.07 ,1389,531.75 ,NE,8303,515.31,8183,552.63,NE
yfaP,2327367,2328143,777,-,b2225,Y,N,NE,NE,455,244.13 ,445,260.20 ,NE,1937,183.34,1934,199.49,NE
yfaQ,2328148,2329797,1650,-,b2226,Y,N,NE,NE,804,203.14 ,772,212.02 ,NE,3698,164.83,3578,173.35,NE
yfaS,2329798,2334402,4605,-,b4500,Y,Y,NE,NE,4282,387.66 ,4255,418.67 ,NE,15605,249.22,15474,268.59,NE
yfaT,2334336,2334959,624,-,b2229,Y,N,NE,NE,265,177.05 ,265,191.80 ,NE,555,65.41,551,70.35,NE
yfaA,2334956,2336644,1689,-,b2230,Y,N,NE,NE,512,126.38 ,468,125.63 ,NE,2751,119.79,2483,117.59,NE
gyrA,2336793,2339420,2628,-,b2231,Y,N,E,E,20,3.17 ,17,2.93 ,NE,35,0.98,28,0.85,E
ubiG,2339567,2340289,723,+,b2232,Y,N,NE,E,25,14.42 ,4,2.50 ,NE,18,1.83,14,1.54,E
yfaL,2340417,2344169,3753,-,b2233,Y,N,NE,NE,1828,203.06 ,1817,219.38 ,NE,36095,707.33,36062,768.08,NE
nrdA,2344865,2347150,2286,+,b2234,Y,N,E,E,1,0.18 ,1,0.20 ,E,35,1.13,34,1.19,E
nrdB,2347384,2348514,1131,+,b2235,Y,N,E,E,1,0.37 ,0,0.00 ,E,46,2.99,14,0.99,E
yfaE,2348514,2348768,255,+,b2236,Y,N,NE,NE,622,1016.91 ,619,1098.13 ,NE,1557,449.06,1532,479.45,NE
inaA,2348822,2349472,651,-,b2237,Y,N,NE,NE,86,55.07 ,79,54.98 ,NE,544,61.46,525,64.46,NE
yfaH,2349651,2349893,243,+,b2238,Y,Y,NE,NE,21,36.03 ,21,39.26 ,NE,353,106.84,351,115.76,NE
glpQ,2349935,2351011,1077,-,b2239,Y,N,NE,NE,38,14.71 ,29,12.22 ,NE,316,21.58,272,20.23,NE
glpT,2351016,2352374,1359,-,b2240,Y,N,NE,NE,168,51.54 ,162,53.99 ,NE,5923,320.54,5919,347.97,NE
glpA,2352647,2354275,1629,+,b2241,Y,N,NE,NE,388,99.30 ,384,106.94 ,NE,2587,116.80,2575,126.51,NE
glpB,2354265,2355524,1260,+,b2242,Y,N,NE,NE,564,186.61 ,539,193.71 ,NE,1527,89.13,1410,89.40,NE
glpC,2355521,2356711,1191,+,b2243,Y,N,NE,NE,698,244.33 ,683,260.04 ,NE,1372,84.72,1315,88.32,NE
yfaD,2356904,2357803,900,+,b2244,Y,N,NE,E,83,38.45 ,79,39.78 ,NE,1774,144.97,1173,104.19,NE
ypaA,2357804,2358001,198,+,b4543,Y,Y,NE,NE,13,27.37 ,13,29.78 ,NE,197,73.17,186,75.16,NE
rhmA,2358042,2358845,804,-,b2245,Y,N,NE,NE,461,239.04 ,436,245.63 ,NE,1092,99.89,1063,105.65,NE
rhmT,2358863,2360152,1290,-,b2246,Y,N,NE,E,353,114.08 ,280,98.42 ,NE,3835,218.64,3764,233.41,NE
rhmD,2360209,2361414,1206,-,b2247,Y,N,NE,NE,150,51.85 ,147,55.21 ,NE,538,32.81,536,35.51,NE
rhmR,2361429,2362211,783,-,b2248,Y,N,NE,NE,91,48.45 ,54,31.31 ,NE,742,69.69,407,41.63,NE
yfaY,2362431,2363633,1203,-,b2249,Y,N,NE,NE,885,306.70 ,829,312.20 ,NE,3667,224.18,3380,224.55,NE
yfaZ,2363733,2364275,543,-,b2250,Y,N,NE,NE,733,562.78 ,731,610.73 ,NE,1632,221.04,1583,233.31,NE
nudI,2364554,2364979,426,+,b2251,Y,N,NE,NE,172,168.33 ,171,182.79 ,NE,166,28.66,166,31.30,NE
ais,2365018,2365620,603,-,b2252,Y,N,NE,NE,55,38.03 ,55,41.31 ,NE,352,42.93,352,46.64,NE
arnB,2365928,2367067,1140,+,b2253,Y,N,NE,NE,332,121.41 ,330,131.28 ,NE,2053,132.45,2049,143.79,NE
arnC,2367071,2368039,969,+,b2254,Y,N,NE,NE,82,35.28 ,82,38.28 ,NE,490,37.19,490,40.36,NE
arnA,2368039,2370021,1983,+,b2255,Y,N,NE,NE,949,199.51 ,944,215.88 ,NE,3506,130.03,3475,140.19,NE
arnD,2370018,2370908,891,+,b2256,Y,N,NE,NE,1825,853.92 ,1821,926.95 ,NE,2598,214.44,2594,232.94,NE
arnT,2370908,2372560,1653,+,b2257,Y,N,NE,NE,793,200.00 ,779,213.52 ,NE,7709,342.99,7505,362.89,NE
arnE,2372557,2372892,336,+,b4544,Y,N,NE,NE,234,290.34 ,217,293.72 ,NE,1196,261.79,1121,267.68,NE
arnF,2372892,2373278,387,+,b2258,Y,N,NE,NE,88,94.80 ,50,58.72 ,NE,578,109.84,423,87.63,NE
pmrD,2373272,2373538,267,-,b2259,Y,N,NE,NE,114,178.00 ,111,187.35 ,NE,342,94.20,341,101.53,NE
menE,2373648,2375003,1356,-,b2260,Y,N,NE,E,936,287.77 ,882,294.64 ,NE,3884,210.66,3503,206.43,NE
menC,2375000,2375962,963,-,b2261,Y,N,NE,NE,531,229.88 ,497,233.59 ,NE,2401,183.37,2354,195.18,NE
menB,2375962,2376819,858,-,b2262,Y,N,NE,NE,948,460.63 ,909,479.70 ,NE,5572,477.61,5540,515.75,NE
menH,2376834,2377592,759,-,b2263,Y,N,NE,NE,432,237.29 ,286,170.58 ,NE,1073,103.97,851,89.54,NE
menD,2377589,2379259,1671,-,b2264,Y,N,NE,NE,2260,563.85 ,2151,582.68 ,NE,13377,588.76,13218,631.66,NE
menF,2379348,2380643,1296,-,b2265,Y,N,NE,NE,327,105.19 ,320,111.92 ,NE,3440,195.21,3230,199.29,NE
elaB,2380722,2381027,306,-,b2266,Y,N,NE,NE,191,260.22 ,187,276.45 ,NE,558,134.11,548,142.92,NE
elaA,2381082,2381543,462,-,b2267,Y,N,NE,E,47,42.41 ,45,44.04 ,NE,99,15.76,98,16.92,NE
rbn,2381608,2382525,918,+,b2268,Y,N,NE,NE,377,171.21 ,376,185.29 ,NE,2381,190.75,2365,205.60,NE
elaD,2382713,2383924,1212,+,b2269,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,2,0.12,2,0.13,E
yfbK,2383995,2385722,1728,-,b2270,Y,N,NE,NE,93,22.44 ,93,24.42 ,NE,556,23.66,536,24.82,NE
yfbL,2385860,2386831,972,+,b2271,Y,N,NE,NE,3,1.29 ,3,1.40 ,E,62,4.69,62,5.09,NE
yfbM,2386934,2387437,504,+,b2272,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,79,11.53,77,12.20,NE
yfbN,2387710,2388426,717,-,b2273,Y,N,NE,NE,3,1.74 ,3,1.89 ,E,6,0.62,6,0.67,E
yfbO,2388635,2389057,423,+,b2274,Y,N,NE,NE,4,3.94 ,4,4.26 ,NE,1104,191.95,1087,204.46,NE
yfbP,2389116,2389964,849,+,b2275,Y,N,NE,NE,25,12.28 ,6,3.20 ,NE,98,8.49,79,7.44,NE
nuoN,2390048,2391505,1458,-,b2276,Y,N,NE,NE,541,154.69 ,420,130.48 ,NE,2404,121.26,2321,127.20,NE
nuoM,2391512,2393041,1530,-,b2277,Y,N,NE,NE,225,61.31 ,199,59.01 ,NE,2379,114.36,2352,123.03,NE
nuoL,2393205,2395046,1842,-,b2278,Y,N,NE,NE,587,132.86 ,536,131.91 ,NE,2879,114.95,2674,116.09,NE
nuoK,2395043,2395345,303,-,b2279,Y,N,NE,NE,20,27.52 ,15,22.41 ,NE,50,12.14,48,12.65,NE
nuoJ,2395342,2395896,555,-,b2280,Y,N,NE,NE,23,17.28 ,22,17.95 ,NE,278,36.84,66,9.50,NE
nuoI,2395908,2396450,543,-,b2281,Y,N,NE,NE,11,8.45 ,6,5.01 ,NE,44,5.96,42,6.19,NE
nuoH,2396465,2397442,978,-,b2282,Y,N,NE,NE,317,135.13 ,283,131.38 ,NE,1424,107.08,1166,95.49,NE
nuoG,2397439,2400165,2727,-,b2283,Y,N,NE,NE,617,94.33 ,528,87.80 ,NE,3951,106.56,1297,38.05,NE
nuoF,2400218,2401555,1338,-,b2284,Y,N,NE,NE,327,101.89 ,323,109.48 ,NE,1197,65.79,1157,69.18,NE
nuoE,2401552,2402052,501,-,b2285,Y,N,NE,NE,82,68.23 ,82,74.16 ,NE,217,31.85,216,34.46,NE
nuoC,2402055,2403845,1791,-,b2286,Y,N,NE,NE,232,54.00 ,223,56.45 ,NE,701,28.79,654,29.20,NE
nuoB,2403951,2404613,663,-,b2287,Y,N,NE,NE,56,35.21 ,29,19.79 ,NE,82,9.10,29,3.49,NE
nuoA,2404629,2405072,444,-,b2288,Y,N,NE,NE,10,9.39 ,4,4.09 ,NE,130,21.53,129,23.25,NE
lrhA,2405703,2406641,939,-,b2289,Y,N,NE,NE,437,194.02 ,435,210.14 ,NE,4558,356.99,4556,388.26,NE
alaA,2407561,2408778,1218,+,b2290,Y,N,NE,NE,460,157.45 ,447,166.09 ,NE,1463,88.34,1447,94.85,NE
yfbR,2408862,2409461,600,+,b2291,Y,N,NE,NE,32,22.23 ,31,23.41 ,NE,372,45.60,350,46.63,NE
yfbS,2409520,2411352,1833,-,b2292,Y,N,NE,NE,1338,304.32 ,1316,325.60 ,NE,15175,608.86,15151,661.29,NE
yfbT,2411439,2412089,651,-,b2293,Y,N,NE,NE,185,118.47 ,180,125.28 ,NE,2277,257.24,2264,277.97,NE
yfbU,2412100,2412594,495,-,b2294,Y,N,NE,NE,30,25.27 ,23,21.07 ,NE,163,24.22,154,24.89,NE
yfbV,2412677,2413132,456,-,b2295,Y,N,NE,NE,138,126.17 ,138,136.98 ,NE,2799,451.43,2744,480.49,NE
ackA,2413470,2414672,1203,+,b2296,Y,N,NE,E,84,29.11 ,82,30.88 ,NE,158,9.66,144,9.57,NE
pta,2414747,2416891,2145,+,b2297,Y,N,NE,NE,111,21.57 ,94,19.86 ,NE,599,20.54,559,20.84,NE
yfcC,2417081,2418601,1521,+,b2298,Y,N,NE,NE,131,35.91 ,117,34.82 ,NE,1103,53.33,1070,56.17,NE
yfcD,2418634,2419176,543,-,b2299,Y,N,NE,NE,46,35.32 ,31,25.90 ,NE,1246,168.76,734,108.18,NE
yfcE,2419234,2419788,555,-,b2300,Y,N,NE,NE,51,38.31 ,49,39.98 ,NE,273,36.18,273,39.29,NE
yfcF,2419841,2420485,645,-,b2301,Y,N,NE,NE,80,51.71 ,79,55.54 ,NE,137,15.62,134,16.62,NE
yfcG,2420621,2421268,648,+,b2302,Y,N,NE,NE,152,97.79 ,147,102.83 ,NE,1549,175.80,1548,191.02,NE
folX,2421325,2421687,363,+,b2303,Y,N,NE,NE,61,70.06 ,61,75.91 ,NE,3210,650.36,3197,701.86,NE
yfcH,2421708,2422601,894,+,b2304,Y,N,NE,E,241,112.39 ,227,115.13 ,NE,4363,358.92,3065,274.23,NE
yfcI,2422649,2423539,891,-,b2305,Y,N,NE,NE,138,64.57 ,113,57.52 ,NE,293,24.18,281,25.23,NE
hisP,2423736,2424509,774,-,b2306,Y,N,NE,NE,820,441.68 ,815,475.87 ,NE,2706,257.12,2684,276.46,NE
hisM,2424517,2425233,717,-,b2307,Y,N,NE,NE,113,65.70 ,113,71.27 ,NE,580,59.49,571,63.53,NE
hisQ,2425230,2425916,687,-,b2308,Y,N,NE,NE,129,78.28 ,125,82.59 ,NE,852,91.21,733,85.43,NE
hisJ,2426006,2426788,783,-,b2309,Y,N,NE,NE,46,24.49 ,45,26.09 ,NE,466,43.77,446,45.62,NE
argT,2427009,2427791,783,-,b2310,Y,N,NE,NE,81,43.13 ,66,38.27 ,NE,669,62.84,653,66.79,NE
ubiX,2428057,2428626,570,-,b2311,Y,N,NE,E,5,3.66 ,5,3.96 ,NE,9,1.16,8,1.12,E
purF,2428721,2430238,1518,-,b2312,Y,N,NE,NE,825,226.58 ,801,238.87 ,NE,17,0.82,17,0.89,E
cvpA,2430275,2430763,489,-,b2313,Y,N,NE,E,57,48.60 ,55,51.07 ,NE,33,4.96,31,5.08,NE
dedD,2431022,2431684,663,-,b2314,Y,N,NE,NE,514,323.21 ,507,345.94 ,NE,4768,528.90,4628,557.06,NE
folC,2431674,2432942,1269,-,b2315,Y,N,E,NE,39,12.81 ,6,2.14 ,E,57,3.30,33,2.08,E
accD,2433012,2433926,915,-,b2316,Y,N,E,NE,3,1.37 ,3,1.48 ,E,54,4.34,54,4.71,NE
dedA,2434082,2434741,660,-,b2317,Y,N,NE,NE,22,13.90 ,19,13.03 ,NE,393,43.79,127,15.36,NE
truA,2434824,2435636,813,-,b2318,Y,N,NE,NE,392,201.01 ,383,213.18 ,NE,83,7.51,62,6.09,NE
usg,2435636,2436649,1014,-,b2319,Y,N,NE,NE,210,86.34 ,184,82.13 ,NE,729,52.87,261,20.55,NE
pdxB,2436715,2437851,1137,-,b2320,Y,N,NE,NE,183,67.10 ,183,73.01 ,NE,8,0.52,7,0.49,E
flk,2437950,2438945,996,+,b2321,Y,N,NE,NE,2596,1086.62 ,2295,1044.52 ,NE,10400,767.94,10110,811.73,NE
yfcJ,2438942,2440120,1179,-,b2322,Y,N,NE,NE,3392,1199.42 ,2215,852.66 ,NE,16673,1040.05,11872,806.21,NE
fabB,2440385,2441605,1221,-,b2323,Y,N,E,E,17,5.80 ,4,1.48 ,E,38,2.29,28,1.83,E
mnmC,2441764,2443770,2007,+,b2324,Y,N,NE,NE,1692,351.47 ,1674,377.85 ,NE,8187,300.01,8044,320.30,NE
yfcL,2443891,2444169,279,-,b2325,Y,N,NE,NE,29,43.33 ,25,40.87 ,NE,150,39.54,138,39.80,NE
epmC,2444203,2444751,549,-,b2326,Y,N,NE,NE,45,34.17 ,39,32.20 ,NE,122,16.34,77,11.21,NE
yfcA,2444751,2445560,810,-,b2327,Y,N,NE,NE,339,174.48 ,336,187.77 ,NE,1589,144.28,1573,155.08,NE
mepA,2445560,2446384,825,-,b2328,Y,N,NE,NE,506,255.70 ,504,276.11 ,NE,3021,269.31,3001,290.02,NE
aroC,2446388,2447473,1086,-,b2329,Y,N,NE,NE,922,353.94 ,886,370.11 ,NE,41,2.78,41,3.02,NE
prmB,2447508,2448440,933,-,b2330,Y,N,NE,NE,671,299.83 ,666,323.98 ,NE,2711,213.70,2710,232.56,NE
smrB,2448606,2449157,552,+,b2331,Y,N,NE,NE,128,96.67 ,106,86.99 ,NE,1188,158.28,853,123.49,NE
yfcO,2449228,2450049,822,-,b2332,Y,N,NE,NE,70,35.50 ,60,33.00 ,NE,296,26.48,253,24.55,NE
yfcP,2450051,2450590,540,-,b2333,Y,N,NE,NE,208,160.58 ,205,172.31 ,NE,891,121.35,872,129.30,NE
yfcQ,2450587,2451075,489,-,b2334,Y,N,NE,NE,14,11.94 ,11,10.21 ,NE,276,41.51,273,44.72,NE
yfcR,2451072,2451584,513,-,b2335,Y,N,NE,NE,85,69.08 ,83,73.16 ,NE,752,107.81,749,116.46,NE
yfcS,2451584,2452336,753,-,b2336,Y,N,NE,NE,143,79.17 ,134,80.61 ,NE,1434,140.06,1432,151.97,NE
yfcU,2452356,2455001,2646,-,b4661,Y,Y,NE,NE,861,135.66 ,809,138.57 ,NE,8790,244.32,4854,146.67,NE
yfcV,2455083,2455646,564,-,b2339,Y,N,NE,NE,17,12.57 ,16,12.83 ,NE,41,5.35,32,4.53,NE
sixA,2456327,2456812,486,-,b2340,Y,N,NE,NE,19,16.30 ,19,17.76 ,NE,63,9.53,62,10.22,NE
fadJ,2457015,2459159,2145,-,b2341,Y,N,NE,NE,1224,237.89 ,1177,248.70 ,NE,3954,135.57,3761,140.19,NE
fadI,2459159,2460469,1311,-,b2342,Y,N,NE,NE,698,221.96 ,577,199.30 ,NE,3684,206.67,3512,213.99,NE
yfcZ,2460650,2460934,285,-,b2343,Y,N,NE,NE,258,377.40 ,227,362.59 ,NE,1436,370.56,1282,361.24,NE
fadL,2461306,2462646,1341,+,b2344,Y,N,NE,NE,179,55.65 ,177,59.85 ,NE,1414,77.55,1399,83.45,NE
yfdF,2463012,2464070,1059,+,b2345,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,1,0.07,0,0.00,E
mlaA,2464252,2465007,756,-,b2346,Y,N,NE,NE,38,20.96 ,38,22.76 ,NE,94,9.14,94,9.93,NE
yfdC,2465301,2466233,933,+,b2347,Y,N,NE,NE,45,20.11 ,45,21.89 ,NE,844,66.53,839,72.00,NE
argW,2466309,2466383,75,+,b2348,N,N,NE,NE,0,0.00 ,0,0.00 ,E,0,0.00,0,0.00,E
intS,2466545,2467702,1158,+,b2349,Y,N,NE,NE,4,1.44 ,2,0.78 ,E,181,11.50,160,11.04,NE
gtrA,2467855,2468217,363,+,b2350,Y,N,NE,NE,37,42.49 ,37,46.05 ,NE,46,9.32,46,10.10,NE
gtrB,2468214,2469134,921,+,b2351,Y,N,NE,NE,4,1.81 ,4,1.96 ,E,246,19.64,246,21.31,NE
gtrS,2469131,2470462,1332,+,b2352,Y,N,NE,NE,0,0.00 ,0,0.00 ,E,1,0.06,1,0.06,E
tfaS,2470815,2471105,291,+,b2353,Y,Y,NE,NE,610,873.91 ,602,939.97 ,NE,1873,473.37,1797,494.98,NE
yfdK,2471077,2471517,441,-,b2354,Y,N,NE,NE,22,20.80 ,22,22.65 ,NE,858,143.09,843,153.08,NE
yfdL,2471544,2472122,579,-,b2355,Y,Y,NE,NE,177,127.45 ,103,80.87 ,NE,853,108.35,520,72.02,NE
yfdM,2472118,2472387,270,-,b2356,Y,Y,NE,NE,175,270.21 ,164,273.49 ,NE,773,210.56,672,197.69,NE
